codigo,descripcion,rubro,tipo,presentacion,costo_presentacion
,PORTON CORRE.CURVO 340B30.75.ME.AI,Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"1.583.392,30"
,PORTON CORRE.CURVO 340B30.90.ME.HI,Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,0
,PORTON CORRE.CURVO 340B30.90.ME.AI,Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"1.630.692,00"
,"PORTON CORRE.CURVO 340D40,90.ME.HI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"1.488.535,59"
,"PORTON CORRE.CURVO 340D40,90.ME.AI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"1.987.747,50"
,"PORTON CORRE.CURVO 340E40,75.ME.HI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"1.527.522,73"
,"PORTON CORRE.CURVO 340E40,75.ME.AI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"2.054.019,29"
,"PORTON CORRE.CURVO 340E40,90.ME.HI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"1.549.350,19"
,"PORTON CORRE.CURVO 340E40,90.ME.AI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"2.101.312,16"
,"PORTON CORRE.CURVO 340E50,75.ME.HI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"1.771.024,43"
,"PORTON CORRE.CURVO 340E50,75.ME.AI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"2.297.776,50"
,"PORTON CORRE.CURVO 340E50,90.ME.HI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"1.792.848,44"
,"PORTON CORRE.CURVO 340E50,90.ME.AI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"2.345.075,97"
,"PORTON CORRE.CURVO 340H40,90.ME.HI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"1.654.075,25"
,"PORTON CORRE.CURVO 340H40,90.ME.AI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"2.290.239,20"
,"PORTON CORRE.CURVO 340H50,90.ME.HI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"1.897.835,22"
,"PORTON CORRE.CURVO 340H50,90.ME.AI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"2.533.740,21"
,"PORTON CORRE.CURVO 340I4.1,0.ME.HI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"1.906.159,46"
,"PORTON CORRE.CURVO 340I4.1,0.ME.AI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"2.719.548,70"
,"PORTON CORRE.CURVO 340I50,90.ME.HI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"2.231.250,46"
,"PORTON CORRE.CURVO 340I50,90.ME.AI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"3.063.403,41"
,"PORTON CORRE.CURVO 340I5.1,0.ME.HI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"2.321.908,48"
,"PORTON CORRE.CURVO 340I5.1,0.ME.AI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"3.200.372,86"
,"PORTON CORRE.CURVO 340L50,90.ME.HI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"2.503.209,72"
,"PORTON CORRE.CURVO 340L50,90.ME.AI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"3.553.437,16"
,PORTON CORRE.CURVO 340B30.60.MA.HI,Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"1.428.567,60"
,PORTON CORRE.CURVO 340B30.60.MA.AI,Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"1.862.184,56"
,PORTON CORRE.CURVO 340B30.75.MA.HI,Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"1.452.140,27"
,PORTON CORRE.CURVO 340B30.75.MA.AI,Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"1.911.858,41"
,PORTON CORRE.CURVO 340B30.90.MA.HI,Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"1.475.707,39"
,PORTON CORRE.CURVO 340B30.90.MA.AI,Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"1.962.939,42"
,PORTON CORRE.CURVO 340D40.90.MA.HI,Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"1.861.060,12"
,PORTON CORRE.CURVO 340D40.90.MA.AI,Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"2.402.733,34"
,PORTON CORRE.CURVO 340E40.75.MA.HI,Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"1.905.409,91"
,PORTON CORRE.CURVO 340E40.75.MA.AI,Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"2.474.309,87"
,PORTON CORRE.CURVO 340E40.90.MA.HI,Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"1.928.980,45"
,PORTON CORRE.CURVO 340E40.90.MA.AI,Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"2.525.378,39"
,PORTON CORRE.CURVO 340E50.75.MA.HI,Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"2.225.081,03"
,PORTON CORRE.CURVO 340E50.75.MA.AI,Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"2.793.977,95"
,PORTON CORRE.CURVO 340E50.90.MA.HI,Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"2.248.653,94"
,PORTON CORRE.CURVO 340E50.90.MA.AI,Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"2.845.048,68"
,PORTON CORRE.CURVO 340H40.90.MA.HI,Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"1.945.111,68"
,PORTON CORRE.CURVO 340H40.90.MA.AI,Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"2.599.452,82"
,PORTON CORRE.CURVO 340H50.90.MA.HI,Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"2.249.557,17"
,PORTON CORRE.CURVO 340H50.90.MA.AI,Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"2.903.624,63"
,"PORTON CORRE.CURVO 340I4.1,0.MA.HI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"2.510.176,34"
,"PORTON CORRE.CURVO 340I4.1,0.MA.AI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"3.041.022,46"
,"PORTON CORRE.CURVO 340I50,90.MA.HI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"2.422.232,92"
,"PORTON CORRE.CURVO 340I50,90.MA.AI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"3.215.030,67"
,"PORTON CORRE.CURVO 340I5.1,0.MA.HI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"2.508.838,92"
,"PORTON CORRE.CURVO 340I5.1,0.MA.AI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"3.345.472,40"
,"PORTON CORRE.CURVO 340L50,90.MA.HI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"2.681.508,67"
,"PORTON CORRE.CURVO 340L50,90.MA.AI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"3.681.726,98"
,ACCESORIO CORRE.CURVO 340N 1.MADERACARRITO CABECE,Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"161.667,14"
,ACCESORIO CORRE.CURVO 340N 5.MADERACARRITO INTERM,Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"198.154,12"
,ACCESORIO CORRE.CURVO 340N 2.MADERABISAGRA CENTRA,Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"58.655,78"
,ACCESORIO CORRE.CURVO 340N 3.MADERAROLLETE CABECE,Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"58.655,78"
,ACCESORIO CORRE.CURVO 340N 4.MADERAROLLETE INTERM,Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"73.818,85"
,ACCESORIO CORRE.CURVO 340N 1.METALICACARRITO CABE,Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"134.989,83"
,ACCESORIO CORRE.CURVO 340N 5.METALICACARRITO INTE,Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"158.570,85"
,ACCESORIO CORRE.CURVO 340N 2.METALICABISAGRA CENT,Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"48.832,48"
,ACCESORIO CORRE.CURVO 340N 3.METALICAROLLETE CABE,Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"59.216,88"
,ACCESORIO CORRE.CURVO 340N 4.METALICAROLLETE INTE,Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"61.184,37"
,ACCESORIO CORRE.CURVO 340PERNO PARAROLLETE,Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"27.785,17"
,ACCESORIO CORRE.CURVO 340GRAMPA RECTALATERAL.,Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"9.269,49"
,ACCESORIO CORRE.CURVO 340ACOPLE PARARIEL SUPERIOR,Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"13.475,01"
,ACCESORIO CORRE.CURVO 340ROLDANA 340,Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"39.571,93"
,ACCESORIO CORRE.CURVO 340TOPE 340,Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"6.453,22"
,ACCESORIO CORRE.CURVO 340ROLLETE CTROde ACERO,Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"7.014,55"
,ACCESORIO CORRE.CURVO 3401.9 MTS RIELSUPERIOR.,Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"159.410,92"
,ACCESORIO CORRE.CURVO 3402.2 MTS RIELSUPERIOR.,Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"184.674,91"
,ACCESORIO CORRE.CURVO 3402.5 MTS RIELSUPERIOR,Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"209.931,39"
,ACCESORIO CORRE.CURVO 3403.0 MTS RIELSUPERIOR.,Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"252.313,76"
,"ACCESORIO CORRE.CURVO 340U HIERRO 1,9MT.INFERIOR.",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"77.744,58"
,"ACCESORIO CORRE.CURVO 340U INOXID 1,9MT.INFERIOR.",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"267.179,59"
,"ACCESORIO CORRE.CURVO 340U.HIERRO.2,2MT.INFERIOR.",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"89.814,96"
,"ACCESORIO CORRE.CURVO 340U.INOXID.2,2MT.INFERIOR.",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"309.572,11"
,"ACCESORIO CORRE.CURVO 340U.HIERRO.2,5MT.INFERIOR.",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"102.160,88"
,"ACCESORIO CORRE.CURVO 340U.INOXID.2,5MT.INFERIOR.",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"351.675,26"
,ACCESORIO CORRE.CURVO 340U.HIERRO.3MTINFERIOR.,Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"122.370,31"
,ACCESORIO CORRE.CURVO 340U.INOXID.3MTINFERIOR.,Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"421.831,28"
,ACCESORIO CORRE.CURVO 340U.HIERRO.6MTINFERIOR.,Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"245.025,33"
,ACCESORIO CORRE.CURVO 340U.INOXID.6MTINFERIOR.,Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"843.949,49"
,"ACCESORIO CORRE.CURVO 340CURVA 0,60 SUPERIOR.",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"140.325,86"
,"ACCESORIO CORRE.CURVO 340CURVA 0,75 SUPERIOR.",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"156.049,00"
,"ACCESORIO CORRE.CURVO 340CURVA 0,90 SUPERIOR.",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"173.177,31"
,"ACCESORIO CORRE.CURVO 340CURVA 1,0 SUPERIROR.",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"206.562,44"
,"ACCESORIO CORRE.CURVO 340CU.0,6 HIE.INFERIOR.",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"83.926,07"
,"ACCESORIO CORRE.CURVO 340CU.0,6 INO.INFERIOR.",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"242.210,52"
,"ACCESORIO CORRE.CURVO 340CU.0,75HIE.IINFERIOR.",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"94.023,48"
,"ACCESORIO CORRE.CURVO 340CU.0,75INO.INFERIOR.",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"281.220,11"
,"ACCESORIO CORRE.CURVO 340CU.0,90HIE.INFERIOR.",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"102.997,25"
,"ACCESORIO CORRE.CURVO 340CU.0,90INO.INFERIOR.",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"320.236,32"
,ACCESORIO CORRE.CURVO 340CU.1.0HIE.INFERIOR.,Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"169.232,65"
,ACCESORIO CORRE.CURVO 340CU.1.INOX.INFERIOR.,Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"437.551,80"
,"PORTON CORRED. CURVO 680M30,75.ME.HI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"1.976.460,04"
,"PORTON CORRED. CURVO 680M30,75.ME.AI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"2.298.166,65"
,"PORTON CORRED. CURVO 680M30,90.ME.HI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"1.898.499,87"
,"PORTON CORRED. CURVO 680M30,90.ME.AI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"2.357.851,91"
,"PORTON CORRED. CURVO 680P40,75.ME.HI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"2.449.765,05"
,"PORTON CORRED. CURVO 680P40,75.ME.AI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"2.986.102,20"
,"PORTON CORRED. CURVO 680P40,90.ME.HI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"2.483.449,87"
,"PORTON CORRED. CURVO 680P40,90.ME.AI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"3.045.779,25"
,"PORTON CORRED. CURVO 680R40,75.ME.HI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"2.615.317,21"
,"PORTON CORRED. CURVO 680R40,75.ME.AI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"3.445.446,69"
,"PORTON CORRED. CURVO 680R40,90.ME.HI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"2.648.280,18"
,"PORTON CORRED. CURVO 680R40,90.ME.AI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"3.296.748,43"
,"PORTON CORRED. CURVO 680R50,75.ME.HI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"3.001.510,15"
,"PORTON CORRED. CURVO 680R50,75.ME.AI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"3.623.511,86"
,"PORTON CORRED. CURVO 680R50,90.ME.HI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"3.035.431,26"
,"PORTON CORRED. CURVO 680R50,90.ME.AI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"3.683.191,63"
,"PORTON CORRED. CURVO 680S50,75.ME.HI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"3.266.674,89"
,"PORTON CORRED. CURVO 680S50,75.ME.AI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"4.025.588,14"
,"PORTON CORRED. CURVO 680S50,90.ME.HI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"3.300.598,66"
,"PORTON CORRED. CURVO 680S50,90.ME.AI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"4.085.261,39"
,"PORTON CORRED. CURVO 680S51,00.ME.HI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"3.424.519,74"
,"PORTON CORRED. CURVO 680S51,00.ME.AI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"4.252.736,77"
,"PORTON CORRED. CURVO 680S60,75.ME.HI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"3.653.111,68"
,"PORTON CORRED. CURVO 680S60,75.ME.AI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"4.412.024,18"
,"PORTON CORRED. CURVO 680S60,90.ME.HI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"3.686.800,88"
,"PORTON CORRED. CURVO 680S60,90.ME.AI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"4.471.703,43"
,"PORTON CORRED. CURVO 680S61,00.ME.HI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"3.810.716,33"
,"PORTON CORRED. CURVO 680S61,00.ME.AI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"4.639.174,92"
,"PORTON CORRED. CURVO 680M30,75.MA.HI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"2.028.676,61"
,"PORTON CORRED. CURVO 680M30,75.MA.AI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"2.462.516,95"
,"PORTON CORRED. CURVO 680M30,90.MA.HI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"2.062.607,75"
,"PORTON CORRED. CURVO 680M30,90.MA.AI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"2.521.946,78"
,"PORTON CORRED. CURVO 680P40,75.MA.HI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"2.657.899,63"
,"PORTON CORRED. CURVO 680P40,75.MA.AI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"2.986.102,20"
,"PORTON CORRED. CURVO 680P40,90.MA.HI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"2.691.588,18"
,"PORTON CORRED. CURVO 680P40,90.MA.AI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"3.253.911,28"
,"PORTON CORRED. CURVO 680R40,75.MA.HI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"2.823.452,54"
,"PORTON CORRED. CURVO 680R40,90.MA.HI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"2.857.139,09"
,"PORTON CORRED. CURVO 680R40,90.MA.AI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"3.504.889,05"
,"PORTON CORRED. CURVO 680R50,75.MA.HI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"3.253.911,28"
,"PORTON CORRED. CURVO 680R50,75.MA.AI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"3.875.443,56"
,"PORTON CORRED. CURVO 680R50,90.MA.HI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"3.287.361,86"
,"PORTON CORRED. CURVO 680R50,90.MA.AI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"3.935.113,08"
,"PORTON CORRED. CURVO 680S50,90.MA.HI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"3.552.525,36"
,"PORTON CORRED. CURVO 680S50,90.MA.AI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"4.337.433,20"
,"PORTON CORRED. CURVO 680S51,00.MA.HI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"3.676.450,21"
,"PORTON CORRED. CURVO 680S51,00.MA.AI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"4.504.661,92"
,"PORTON CORRED. CURVO 680S60,75.MA.HI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"3.949.073,26"
,"PORTON CORRED. CURVO 680S60,75.MA.AI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"4.707.995,69"
,"PORTON CORRED. CURVO 680S60,90.MA.HI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"3.982.760,48"
,"PORTON CORRED. CURVO 680S60,90.MA.AI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"4.767.656,84"
,"PORTON CORRED. CURVO 680S61,00.MA.HI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"4.106.677,50"
,"PORTON CORRED. CURVO 680S61,00.MA.AI",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"4.934.899,32"
,PORTON CORRED. CURVO ART.340 A3,Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"1.312.105,02"
,ACCESORIOS CORREDIZO 680N 1.METALICACARRO CABECER,Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"221.666,58"
,ACCESORIOS CORREDIZO 680N 1.MADERA.CARRO CABECERO,Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"238.295,88"
,ACCESORIOS CORREDIZO 680N 5.METALICACARRO INTERME,Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"148.385,56"
,ACCESORIOS CORREDIZO 680N 5.MADERA.CARRO INTERMED,Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"247.658,81"
,ACCESORIOS CORREDIZO 680N 2.METALICABISAGRA CENTR,Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"45.211,61"
,ACCESORIOS CORREDIZO 680N 2 MADERA.BISAGRA CENTRA,Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"58.655,78"
,ACCESORIOS CORREDIZO 680N 3.METALICAROLLETE CABEC,Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"48.832,48"
,ACCESORIOS CORREDIZO 680N 3.MADERA.ROLLETE CABECE,Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"58.655,78"
,ACCESORIOS CORREDIZO 680N 4.METALICAROLLETE INTER,Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"61.464,31"
,ACCESORIOS CORREDIZO 680N 4.MADERA.ROLLETE INTERM,Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"73.818,85"
,ACCESORIOS CORREDIZO 680GRAMPA RECTALATERAL.,Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"21.892,93"
,ACCESORIOS CORREDIZO 680ACOPLE 680PARA RIEL.,Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"27.498,00"
,ACCESORIOS CORREDIZO 680ROLDANA 680.,Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"110.584,20"
,"ACCESORIOS CORREDIZO 680RIEL SUP.1,9MTS.",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"304.425,78"
,"ACCESORIOS CORREDIZO 680RIEL SUP.2,5MTS.",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"400.487,33"
,"ACCESORIOS CORREDIZO 680RIEL SUP.3,0MTS.",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"480.352,59"
,"ACCESORIOS CORREDIZO 680U 1,9 HIERRO",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"77.744,58"
,"ACCESORIOS CORREDIZO 680U 1,9 A.INOX",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"267.467,09"
,ACCESORIOS CORREDIZO 680U 2.5 HIERRO,Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"89.814,96"
,ACCESORIOS CORREDIZO 680U 2.5 A.INOX,Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"309.572,11"
,ACCESORIOS CORREDIZO 680U 3MT HIERRO,Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"102.160,88"
,ACCESORIOS CORREDIZO 680U 3MT A.INOX,Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"351.951,46"
,"ACCESORIOS CORREDIZO 680CURVA 0,75 SUPERIOR",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"250.349,35"
,"ACCESORIOS CORREDIZO 680CURVA 0,90 SUPERIOR.",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"280.665,24"
,"ACCESORIOS CORREDIZO 680CURVA 1,00 SUPERIOR.",Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"358.975,01"
,ACCESORIOS CORREDIZO 680CURVA IH 075INFERIOR HIER,Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"94.023,48"
,ACCESORIOS CORREDIZO 680CURVA IX 075INFERIOR INOX,Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"281.220,11"
,ACCESORIOS CORREDIZO 680CURVA IH 090INFERIOR.HIER,Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"102.997,25"
,ACCESORIOS CORREDIZO 680CURVA IX 090INFERIOR INOX,Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"320.517,31"
,ACCESORIOS CORREDIZO 680CURVA IH 1.0INFERIOR.HIER,Metalúrgica y Herreria,"Rieles, roldanas y carros",Pza,"169.520,66"
,ACCESORIOS CORREDIZO 680CURVA IX 1.0INFERIOR.INOX,Metalúrgica y Herreria,"Rieles, roldanas y carros",Rollo,"437.829,69"
,ALAMBRES CONCERTINA C30SSIMPLE HASTA 10 MTS,Metalúrgica y Herreria,Alambre,Rollo,"34.163,23"
,ALAMBRES CONCERTINA C45SSIMPLE HASAT 8 MTS,Metalúrgica y Herreria,Alambre,Rollo,"37.750,74"
,ALAMBRES CONCERTINA C30CCRUZADO HASTA 7 MTS,Metalúrgica y Herreria,Alambre,Rollo,"43.054,83"
,ALAMBRES CONCERTINA C45CCRUZADO HASTA 10 MTS,Metalúrgica y Herreria,Alambre,Rollo,"44.942,96"
,PLANCHUELA 1.1/4X3/16 PUNZ. P/CUADRADO 1/2,Metalúrgica y Herreria,Planchuela,Pza,"17.701,49"
,PLANCHUELA 1.1/4X3/16 PUNZ. P/REDONDO 1/2,Metalúrgica y Herreria,Planchuela,Pza,"17.701,49"
,PLANCHUELA 1.1/4X1/4 PUNZ. P/CUADRADO 1/2,Metalúrgica y Herreria,Planchuela,Pza,"23.443,23"
,PLANCHUELA 1.1/4X1/4 PUNZ. P/CUADRADO 9/16,Metalúrgica y Herreria,Planchuela,Pza,"23.443,23"
,PLANCHUELA 1.1/4X1/4 PUNZ. P/REDONDO 1/2,Metalúrgica y Herreria,Planchuela,Pza,"23.443,23"
,PLANCHUELA 1.1/4X1/4 PUNZ. P/REDONDO 9/16,Metalúrgica y Herreria,Planchuela,Pza,"23.443,23"
,PLANCHUELA 1.1/2X3/16 PUNZO.P/CUADRADO 1/2,Metalúrgica y Herreria,Planchuela,Pza,"20.626,95"
,PLANCHUELA 1.1/2X3/16 PUNZO.P/REDONDO 1/2,Metalúrgica y Herreria,Planchuela,Pza,"20.626,95"
,PLANCHUELA 1.1/2X3/16 PUNZO.P/CUADRADO 9/16,Metalúrgica y Herreria,Planchuela,Pza,"21.188,12"
,PLANCHUELA 1X3/16 PUNZONADAP/REDONDO 1/2,Metalúrgica y Herreria,Planchuela,Pza,"14.899,90"
,PLANCHUELA 1X3/16 PUNZONADAP/CUADRADO 1/2,Metalúrgica y Herreria,Planchuela,Pza,"14.899,90"
,ACINDAR X 2 MM 2KG,Metalúrgica y Herreria,Electrodos,kg.,"19.877,00"
